CVE_CARRERA,CARRERA,TOTAL,HOMBRE,PCT_HOMBRE,MUJER,PCT_MUJER,MATRICULA,MATRICULA_H,MATRICULA_M,EGRESADOS_H,EGRESADOS_M,NUEVO_INGRESO_H,NUEVO_INGRESO_M,LUGARES,SOLICITUDES,PCT_TOTAL,RANK_EGRESADOS,X30.O.MAS,PCT_30MAS,MENOR.DE.30,PCT_30MENOS,ACTIVA,NO.ACTIVA,OCUPADO,TASA_OCUPACION,DESOCUPADO,TASA_DESOCUPACION,DISPONIBLE,NO.DISPONIBLE,FORMAL,INFORMAL,TASA_INFORMALIDAD,DESANIMADO,INGRESO.CERO,CUENTAPROPIA,%_CUENTAPROPIA,EMPLEADOR,%_EMPLEADOR,SIN.PAGO,%_SIN.PAGO,SUBORDINADO,%_SUBORDINADO,AGRICULTURA.Y.GANADERIA,%_AGRICULTURA,COMERCIO,%_COMERCIO,CONSTRUCCION,%_GOBIERNO,GOBIERNO.Y.ORGANISMOS.INTERNACIONALES,%_GOBIERNO,INDUSTRIA.EXTRACTIVA,%_EXTRACTIVA,INDUSTRIA.MANUFACTURERA,%_MANUFACTURA,RESTAURANTES.Y.ALOJAMIENTOS,%_RESTAURANTES,SERVICIOS.DIVERSOS,%_SERVDIVERSOS,SERVICIOS.PROFESIONALES..FINANCIEROS.Y.CORPORATIVOS,%_SERVPROFESIONALES,SERVICIOS.SOCIALES,%_SERVSOCIALES,TRANSPORTES.Y.COMUNICACIONES,%_TRANSPORTES,INGRESO,RANK_INGRESO,INGRESO_Q25,INGRESO_Q50,INGRESO_Q75,INGRESO_Q100,INGRESO_H,INGRESO_M,INGRESO_30MENOS,INGRESO_30MAS,INGRESO_FORMAL,INGRESO_INFORMAL,PROB_EMPL_CAL,COSTO_TOTAL_PRIVADA,TIEMPO_INVERSION_PRIV,CI_PRI,RSI_PRI,COSTO_TOTAL_PUBLICA,TIEMPO_INVERSION_PUB,CI_PUB,RSI_PUB,CARRERA.PROFESIONAL,POSGRADO,%_POSGRADO,INGRESO_LIC,ING_POSG,INCREMENTO_POSGRADO
711,TSU. Mecánica y profesiones afines al trabajo metálico,107101,106048,0.990168159,1053,0.009831841,14681,12589,2092,3682,665,6756,1077,9734,9549,0.033507491,4,93996,0.877638864,13105,0.122361136,90773,16328,88945,0.9799,1828,0.0201,2545,13784,63240,25705,0.289,2378,32272,13573,0.152599921,5982,0.067255045,NA,NA,69032,0.776120074,1029,0.011568947,8298,0.093293608,5896,0.066288156,3430,0.038563157,2561,0.028793074,41901,0.471088875,2998,0.033706223,13177,0.148147732,3103,0.034886728,1810,0.020349654,4642,0.052189555,18710.512,1,12315.2,16654.16,23038.016,75860.2,18787.84,11635,14978.72,19326.272,19291.904,16674.208,0.7207,67283,3.595999938,Excelente,10.1,24296,1.298521387,Excelente,12.6,NA,NA,NA,NA,NA,NA
712,Electricidad y generación de energía,105498,97781,0.926851694,7717,0.073148306,30734,24289,6445,3073,1092,4649,1120,8773,10107,0.006625033,41,86151,0.816612637,19347,0.183387363,84529,20969,80512,0.9525,4018,0.0475,3587,17382,61349,19162,0.238,3974,37883,11512,0.142984897,8354,0.10376093,NA,NA,59844,0.743292925,1161,0.014420211,9936,0.123410175,17272,0.214527027,2760,0.034280604,6762,0.08398748,13992,0.173787758,2685,0.033349066,5864,0.072833863,5804,0.072088633,11512,0.142984897,2332,0.028964626,25647,6,14632.176,22231.8,32041,101994.2,25814.664,20738.224,21179.28,26343.072,27739.272,16084.224,0.7426,613495,23.92061955,Insegura,6.1,50877,1.983731507,Insegura,12.8,96203,9295,0.088105936,21282.912,43810.47,205.8481001
712,TSU. Electricidad y generación de energía,64726,64254,0.992707722,472,0.007292278,2149,1593,556,527,217,903,316,1884,1423,0.020250099,11,58323,0.901075302,6403,0.098924698,49510,15216,48320,0.976,1189,0.024,890,14326,26972,21348,0.4418,1817,15875,13012,0.269288079,3974,0.082243377,NA,NA,31218,0.646067881,1001,0.02071606,5780,0.119619205,13082,0.270736755,1475,0.030525662,519,0.010740894,10325,0.213679636,1981,0.040997517,7281,0.150682947,2029,0.041990894,1148,0.023758278,3271,0.067694536,16087.088,3,11012.08,14440.288,19425.08,57101,16042.696,NA,15910.952,16089.952,17080.896,14478.952,0.6237,NA,NA,NA,NA,27000,1.678364661,Insegura,11.3,NA,NA,NA,NA,NA,NA
713,Electrónica automatización y aplicaciones de la mecánica-eléctrica,408206,372778,0.913210487,35428,0.086789513,160423,138123,22300,21221,3481,28952,4655,51227,57519,0.025634403,10,279968,0.685849792,128238,0.314150208,358294,49911,345075,0.9631,13219,0.0369,5864,44047,291127,53948,0.1563,6169,154209,34026,0.098604651,22478,0.065139462,3756,0.01088459,284814,0.825368398,3056,0.008856046,40097,0.116197928,30066,0.087128885,6041,0.017506339,13779,0.03993045,130848,0.379187133,7377,0.021377961,29917,0.086697095,35457,0.102751576,21903,0.063473158,24594,0.071271463,25762,4,13962,20337.264,31146,176582.784,26108.224,21431.312,21595.992,28051.448,27428.528,15484.216,0.8203,496800,19.2844566,Buena,6.7,54886,2.130528754,Excelente,12.6,400503,7702,0.018867925,22201.992,41086.452,185.0575029
713,TSU. Electrónica automatización y aplicaciones de la mecánica-eléctrica,97214,92988,0.956528895,4226,0.043471105,18716,16217,2499,4387,852,8240,1296,12033,11449,0.030414256,5,80468,0.82774086,16745,0.172248853,81320,15894,79476,0.9773,1843,0.0227,2625,13269,55518,23959,0.3015,2203,24846,17004,0.213951382,6388,0.080376466,NA,NA,56085,0.705684735,714,0.008983844,7184,0.090392068,5782,0.072751522,1148,0.014444612,1668,0.020987468,31831,0.400510846,1402,0.017640546,15214,0.191428859,3016,0.037948563,3090,0.038879662,7881,0.099162011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,Ingeniería de procesos químicos,194965,113601,0.582673813,81364,0.417326187,70831,33684,37147,4425,5117,6028,6568,19854,22661,0.012243356,27,146870,0.753314698,48095,0.246685302,144573,50392,138972,0.9613,5600,0.0387,6909,43483,116294,22679,0.1632,2854,64636,10207,0.07344645,5237,0.03768385,1556,0.0111965,121972,0.8776732,1901,0.013679014,20394,0.146748985,4316,0.031056616,3938,0.028336643,5671,0.040806781,50586,0.364001382,3743,0.026933483,11067,0.079634747,12088,0.08698155,21289,0.153189132,3342,0.02404801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8403,NA,NA,NA,NA,NA,NA,NA,NA,187545,7420,0.038058113,NA,NA,NA
715,Vehículos barcos y aeronaves motorizadas,71470,66190,0.926122849,5281,0.073891143,40371,35704,4667,5509,641,10282,1216,17305,19005,0.004488152,47,39624,0.55441444,31847,0.445599552,62637,8833,60945,0.973,1692,0.027,1857,6976,41094,19851,0.3257,1982,33275,7008,0.114988924,7916,0.129887604,1024,0.016802035,44997,0.738321437,368,0.006038231,10816,0.177471491,1120,0.018377225,2116,0.034719829,1134,0.018606941,11192,0.183640988,1249,0.020493888,15346,0.251800804,7895,0.129543031,2712,0.044499139,6433,0.105554188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6708,NA,NA,NA,NA,NA,NA,NA,NA,70636,835,0.011683224,NA,NA,NA
715,TSU. Vehículos barcos y aeronaves motorizadas,96536,95980,0.994240491,NA,NA,5675,4817,858,1199,271,2693,427,3736,3647,0.030202138,6,80298,0.831793321,16237,0.168196321,81718,14818,80393,0.9838,1324,0.0162,1238,13580,49158,31235,0.3885,NA,30151,20690,0.257360715,7143,0.088851019,NA,NA,52359,0.651288047,1169,0.014541067,14153,0.176047666,2604,0.03239088,3105,0.038622766,178,0.002214123,13655,0.169853097,1688,0.020996853,28282,0.351796798,1622,0.020175886,4502,0.0559999,8900,0.110706156,16263.224,2,10392.024,13854.6,18766.36,103141.232,16244.608,NA,11819.728,17851.312,17040.8,14852.704,NA,57931,3.562085845,NA,9.4,26960,1.65772789,NA,11.4,NA,NA,NA,NA,NA,NA
716,Tecnología para la protección del medio ambiente,34168,15758,0.461191758,18410,0.538808242,18933,7856,11077,1331,1956,1654,2056,7231,6601,0.002145672,62,20129,0.589118473,14039,0.410881527,30121,4047,28375,0.942,1746,0.058,435,3612,22053,6322,0.2228,NA,11989,2016,0.071048458,1366,0.048140969,NA,NA,24707,0.870731278,853,0.030061674,5808,0.204687225,1965,0.069251101,2451,0.086378855,1346,0.047436123,6597,0.232493392,943,0.03323348,942,0.033198238,4050,0.142731278,1179,0.041550661,2149,0.075735683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31271,2897,0.084786935,NA,NA,NA
717,Ingeniería industrial,601331,435634,0.724449596,165698,0.275552067,236972,153365,83607,25180,15052,37492,18738,84518,86744,0.037762211,4,422605,0.70278266,178726,0.29721734,526928,74404,508578,0.9652,18350,0.0348,10276,64127,425118,83460,0.1641,7020,246478,47997,0.094374904,37110,0.072968158,3793,0.00745805,419678,0.825198888,10230,0.020114909,73543,0.144605154,24356,0.047890392,12250,0.024086767,10790,0.021216018,214354,0.421477138,15388,0.030256912,27913,0.054884403,46348,0.09113253,32480,0.063864343,36860,0.072476592,23572,15,13329.056,18852.28,28022.808,182830.6,24853.792,19942.032,20188.336,25369.312,25108.688,14567.736,0.819,393684,16.70123288,Buena,6.9,49736,2.109947365,Excelente,12.4,581875,19456,0.032354893,20217.276,43390.886,214.6228107
717,TSU. Ingeniería industrial,38462,26032,0.676823878,12430,0.323176122,1082,707,375,99,86,349,172,695,639,0.012033176,15,33482,0.870521554,4980,0.129478446,24422,14040,23877,NA,NA,NA,906,13134,17475,6402,0.2681,303,9878,3590,0.150353897,2178,0.09121749,NA,NA,17538,0.734514386,NA,NA,4068,0.170373162,722,0.030238305,120,0.005025757,NA,NA,11277,0.472295515,2697,0.112953889,2669,0.111781212,1684,0.070528123,278,0.011643004,156,0.006533484,14374.416,6,9544.28,11884.168,16718.6,63088.192,15136.24,11604.928,12641.696,14732.416,15439.824,9837.84,NA,49848,3.467827841,NA,8.7,29066,2.022064757,NA,10.1,NA,NA,NA,NA,NA,NA
721,Industria de la alimentación,50547,13856,0.274121115,36690,0.725859101,24081,8747,15334,1250,2525,2262,3435,9255,9094,0.003174236,54,36313,0.718400696,14234,0.281599304,39907,10640,38785,0.9719,1122,0.0281,1773,8867,24635,14150,0.3648,NA,16193,6260,0.161402604,1504,0.038777878,1564,0.040324868,29457,0.75949465,1658,0.042748485,8829,0.227639551,659,0.016991105,1983,0.051128013,NA,NA,11623,0.29967771,1648,0.042490654,2070,0.053371149,3639,0.093824932,5254,0.135464742,1232,0.031764858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45040,5508,0.108967891,NA,NA,NA
724,Industria de la minería extracción y metalurgia,46870,31678,0.675869426,15192,0.324130574,18158,12136,6022,1764,986,2748,1296,6886,7255,0.002943329,58,29660,0.632814167,17210,0.367185833,37051,9819,34086,0.92,2965,0.08,1001,8818,26747,7339,0.2153,724,15101,3596,0.105497858,1508,0.044241037,494,0.014492754,28488,0.835768351,177,0.005192748,4023,0.118024996,2935,0.086105733,2904,0.085196268,8984,0.263568621,5288,0.155137006,1468,0.043067535,510,0.014962155,4034,0.118347709,2372,0.069588687,1162,0.034090242,24142,12,12916.64,20406,28589.88,150861.2,26635.2,17818.376,17960.144,30087.752,25877.672,17871.36,0.7647,456129,18.89351907,Insegura,6.6,50332,2.084823815,Buena,12.6,44518,2352,0.050181353,20832.066,34551.759,165.8585327
731,Arquitectura y urbanismo,361035,248667,0.688761477,112368,0.311238523,135410,75014,60396,8904,7287,19888,14922,53970,73240,0.022672172,11,273924,0.758718684,87111,0.241281316,294859,66176,281012,0.953,13847,0.047,9324,56852,200780,80232,0.2855,11075,142660,54214,0.192924146,48740,0.17344455,3215,0.011440793,174842,0.622186953,1431,0.005092309,19412,0.069078901,106283,0.378215165,21142,0.075235221,896,0.003188476,17216,0.061264288,7107,0.025290735,7400,0.026333395,74715,0.265878325,14420,0.051314535,9580,0.034091071,24834,9,14277.04,21122,30072,196542,25730.176,22322.016,20794.072,26403.216,27427.096,18037.472,0.7087,185974,7.488762065,Insegura,9.1,52066,2.096582779,Insegura,12.7,347589,13446,0.037242927,21316.446,36343.186,170.4936461
732,Construcción e ingeniería civil,337269,295152,0.875123418,42117,0.124876582,83697,63419,20278,7979,2580,13690,4375,28847,35074,0.021179722,15,270490,0.802000777,66778,0.197996258,267894,69375,257662,0.9618,10232,0.0382,8773,60602,188261,69401,0.2693,8448,126078,38009,0.147514961,36836,0.142962486,1704,0.006613315,181114,0.702913119,4462,0.017317261,24360,0.094542463,105973,0.41128688,27120,0.10525417,8885,0.03448316,16292,0.063230123,3997,0.015512571,9298,0.036086035,29354,0.113924444,15458,0.059993325,10484,0.040688965,25341,7,15394,21855.184,29177,218380,25518.24,24107.72,21203.624,26825.656,27119.216,18928.176,0.7388,248283,9.797806467,Buena,8.4,47375,1.869524218,Insegura,13,324264,13005,0.038559725,21603.348,41396.223,191.6194795
811,Producción y explotación agrícola y ganadera,231736,195683,0.844422101,36054,0.155582214,57845,37500,20345,4907,2849,11915,6336,25892,25078,0.014552491,22,188854,0.814953223,42882,0.185046777,180640,51097,174436,0.9657,6204,0.0343,4670,46427,110747,63688,0.3651,5377,69348,34161,0.195836869,27585,0.158138228,3340,0.019147424,109350,0.626877479,41035,0.235243872,34964,0.200440276,6509,0.037314545,20564,0.117888509,2553,0.01463574,13013,0.074600427,5071,0.029070834,5031,0.028841524,18074,0.103613933,18854,0.108085487,7274,0.041700108,19189,29,10911.84,16164.416,23341.6,144440.112,19672.816,15485.648,16223.128,20080.936,21568.784,14483.248,0.6752,683094,35.59857834,Muy Insegura,4.3,40978,2.135516551,Muy Insegura,11.8,223390,8346,0.036015121,16495.002,31472.078,190.797661
821,Veterinaria,106529,65036,0.610500427,41493,0.389499573,49043,20018,29025,2382,3191,4642,6356,18143,33141,0.006689777,40,81806,0.76792235,24723,0.23207765,87239,19290,84513,0.9688,2726,0.0312,2157,17133,54240,30273,0.3582,2078,40669,28572,0.338078165,10808,0.127885651,2040,0.024138298,43094,0.509909718,7428,0.087891804,10685,0.126430253,432,0.00511164,8008,0.094754653,312,0.00369174,3674,0.043472602,1594,0.018861004,2748,0.032515708,40204,0.475713796,8609,0.101865985,607,0.007182327,20200,27,11192.512,18472.8,25776,92865.2,21111.976,18046.064,14597.808,21789.312,23305.8,13462.232,0.6707,171532,8.491770608,Insegura,8.2,42150,2.08665515,Muy Insegura,12,103928,2601,0.024415887,17465.004,27918.726,159.8552511
911,Medicina general,292141,144474,0.494535173,147667,0.505464827,161816,63219,98597,8017,10854,10245,17127,41425,199206,0.018345786,16,226261,0.774492454,65880,0.225507546,215893,76248,211250,0.9785,4643,0.0215,10550,65698,167479,43771,0.2072,5882,112953,29200,0.138224852,17278,0.081789349,5361,0.025377515,159411,0.754608284,1029,0.004871006,8626,0.040833136,1312,0.006210651,7214,0.034149112,391,0.001850888,4592,0.021737278,980,0.004639053,1878,0.008889941,7640,0.03616568,176344,0.834764497,346,0.00163787,26163,3,16468,23341.6,32757,107130.784,28456.704,23479.072,21989.792,27437.12,27888.2,17390.208,0.8141,860982,32.90883489,Insegura,5.4,70605,2.698695544,Excelente,12.4,292141,NA,NA,22691.34,NA,NA
913,Medicina de especialidad,139072,84885,0.610367292,54187,0.389632708,2006,743,1263,153,194,288,456,1555,884,0.008733403,32,130451,0.938010527,8620,0.061982283,102720,36351,102606,NA,NA,NA,4467,31884,93833,8773,0.0855,1492,52924,11600,0.113053818,11791,0.114915307,NA,NA,78336,0.763464125,NA,NA,1355,0.013205855,141,0.001374189,1988,0.019375085,NA,NA,604,0.005886595,NA,NA,436,0.004249264,2356,0.02296162,95226,0.928074382,NA,NA,43587,1,25990.8,38664,53072.784,235385,46810.648,38076.88,23456.16,44689.856,45033.536,24471.448,NA,NA,NA,NA,NA,23828,0.546674052,NA,17.2,12790,126282,0.908033249,20953.782,51864.516,247.5186389
921,Enfermería general y obstetricia,542430,86016,0.1585753,456414,0.8414247,175375,39690,135685,6454,23865,12736,40919,63059,109201,0.034063363,7,378604,0.697977619,163826,0.302022381,400573,141856,390047,0.9737,10526,0.0263,15176,126680,290396,99651,0.2555,8398,141270,21542,0.055229242,3817,0.009786,7784,0.019956569,356904,0.915028189,1861,0.00477122,26843,0.068819911,2148,0.005507029,9581,0.024563706,360,0.000922966,13854,0.035518796,8122,0.020823132,18190,0.046635405,5467,0.01401626,297590,0.762959336,3702,0.009491164,17831,35,11148.12,17506.2,22499.584,105789,19174.48,17513.36,14726.688,19321.976,19697.16,11646.456,0.7814,180070,10.09855499,Buena,7.2,58638,3.288493738,Insegura,10.3,541172,1257,0.00231735,15435.576,31085.274,201.387198
921,TSU. Enfermería general y obstetricia,357411,36905,0.103256475,320506,0.896743525,766,170,596,32,149,94,340,582,502,0.11181918,3,302090,0.845217411,55321,0.154782589,217452,139959,212069,0.9752,5383,0.0248,11295,128664,133614,78455,0.37,7274,72761,28642,0.135059815,3387,0.015971217,3402,0.016041949,176638,0.832927019,1154,0.005441625,30212,0.142463066,2418,0.011401949,8151,0.038435604,NA,NA,10745,0.050667471,10788,0.050870236,21974,0.103617219,5680,0.026783735,117146,0.552395683,2369,0.011170892,15233.616,4,9247.856,13896.128,19962.08,71958,17083.76,14927.168,14712.368,15474.192,17089.488,11252.656,0.7451,105545,6.928427236,Buena,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,Estomatología y odontología general,200772,66370,0.330573984,134402,0.669426016,86318,25147,61171,3548,8486,6285,15295,30355,58410,0.012608022,25,151083,0.75251031,49689,0.24748969,151690,49082,148929,0.9818,2761,0.0182,6050,43032,101384,47546,0.3193,4600,78636,66531,0.44672965,20700,0.138992406,4483,0.030101592,57215,0.384176352,479,0.003216298,8002,0.053730301,280,0.001880091,3233,0.021708331,NA,NA,3337,0.02240665,1014,0.006808614,3055,0.02051313,2832,0.019015773,124875,0.838486796,1394,0.009360165,21804,22,11706.6,18169.216,27924,157018.8,24807.968,19781.648,15511.424,24030.392,24707.728,13735.744,0.7265,437711,20.07514161,Muy Insegura,6.2,35296,1.618812866,Insegura,13.2,194065,6708,0.033411033,18326.952,39857.202,217.4786184
941,Terapia y rehabilitación,66243,20877,0.315157828,45366,0.684842172,53472,18819,34653,2685,6205,6319,9176,20526,26504,0.004159909,50,24343,0.367480338,41900,0.632519662,50142,16101,48537,0.968,1605,0.032,1607,14493,23454,25083,0.5168,1950,21330,15047,0.31001092,1096,0.022580712,1432,0.029503266,30961,0.6378845,NA,NA,2063,0.042503657,NA,NA,2793,0.05754373,NA,NA,1853,0.038177061,2195,0.045223232,5771,0.118898984,2379,0.049014154,29905,0.616127902,1032,0.02126213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5677,NA,NA,NA,NA,NA,NA,NA,NA,63813,2430,0.036683121,NA,NA,NA
942,Nutrición,108994,16674,0.152980898,92320,0.847019102,78099,18350,59749,2191,8073,5646,13924,25532,53251,0.006844574,39,63050,0.578472209,45944,0.421527791,82704,26290,77011,0.9312,5693,0.0688,2635,23655,42111,34900,0.4532,3136,31384,26129,0.339289192,3365,0.043695057,1612,0.020932075,45904,0.596070691,NA,NA,7832,0.101699757,824,0.01069977,4984,0.064718027,NA,NA,4964,0.064458324,4946,0.064224591,4382,0.056900962,7150,0.092843879,39947,0.518718105,1354,0.017581904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5988,NA,NA,NA,NA,NA,NA,NA,NA,100096,8897,0.081628347,NA,NA,NA
1011,Deportes,33757,25156,0.745208401,8601,0.254791599,21286,14772,6514,2467,1158,4021,1576,8620,9053,0.002119862,63,21454,0.635542258,12302,0.364428119,28981,4776,27787,0.9588,1194,0.0412,NA,3979,14492,13296,0.4785,NA,10842,6556,0.235937669,584,0.021017022,186,0.006693778,20460,0.736315543,NA,NA,2293,0.082520603,794,0.028574513,2114,0.076078742,NA,NA,631,0.022708461,926,0.033324936,6864,0.247021989,724,0.02605535,12548,0.451578076,402,0.014467197,17814,36,11169.6,15680.4,22912,34368,17562.048,15857.968,17393.072,18249.408,19233.192,15428.368,NA,162966,9.148156963,NA,7.5,61142,3.432228889,NA,10.1,31515,2242,0.066415854,14923.872,26204.332,175.5866842
1013,TSU. Servicios de cuidado personal y belleza,64202,1517,0.023628547,62685,0.976371453,49,0,49,0,29,0,22,45,22,0.020086161,12,55708,0.867698826,8494,0.132301174,38356,25846,37835,0.9864,521,0.0136,2568,23278,8516,29319,0.7749,1399,17223,18970,0.501387604,1812,0.047892163,1448,0.038271442,15606,0.412475221,NA,NA,7776,0.205523986,NA,NA,205,0.005418264,NA,NA,1661,0.04390115,2954,0.078075856,22766,0.601717986,986,0.026060526,825,0.021805207,NA,NA,10129.968,14,7167.16,9454.064,12160.544,48322.84,5520.36,10324.72,11715.192,9731.872,11301.344,9733.304,0.5134,140755,13.89491063,Muy Insegura,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,TSU. Servicios de apoyo y asistencia administrativa,1065947,37029,0.034738125,1028918,0.965261875,56,23,33,31,27,6,10,20,20,0.33349091,1,1055422,0.990126151,10525,0.009873849,399405,666542,394607,0.988,4798,0.012,55607,610935,204848,189760,0.4809,39828,148132,98350,0.249235315,17202,0.043592739,14342,0.036345022,264712,0.67082439,3268,0.008281657,121975,0.309105008,5436,0.013775731,44180,0.111959494,1735,0.00439678,44515,0.11280844,38589,0.097790967,49876,0.126394109,31038,0.078655472,41005,0.103913514,10749,0.02723976,12803.512,11,8752.384,11577.72,15379.68,70382.8,14325.728,12703.272,13987.776,12772.008,14143.864,10420.664,0.7801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,Gastronomía y servicios de alimentos,158080,80858,0.511500506,77222,0.488499494,55337,26543,28794,3799,4845,10607,10929,30486,32149,0.009927062,29,86321,0.546058957,71759,0.453941043,135268,22812,129166,0.9549,6102,0.0451,4702,18110,79086,50080,0.3877,3307,64231,22169,0.171631854,12033,0.09315919,2899,0.022443987,92065,0.712764969,1639,0.012689098,14305,0.110748959,1123,0.008694238,1242,0.009615533,641,0.004962606,12997,0.100622455,68837,0.532934364,7000,0.054193828,10340,0.080052026,7443,0.057623523,2422,0.018751065,17904,34,10868.88,15130.512,20370.2,89500,18570.176,16883.28,15359.632,20247.048,19778.784,14027.872,0.6237,427780,23.8925898,Muy Insegura,5,59648,3.331490945,Muy Insegura,10.2,157276,804,0.005086032,15537.42,NA,NA
1016,Hospitalidad y turismo,123214,35818,0.290697486,87396,0.709302514,23795,7185,16610,992,2538,2277,4362,11492,13852,0.007737557,35,94012,0.762997711,29202,0.237002289,100604,22610,97942,0.9735,2662,0.0265,3033,19577,73271,24671,0.2519,1760,46818,9612,0.098139715,8496,0.086745217,3772,0.038512589,76061,0.776592269,1868,0.019072512,16587,0.169355333,1635,0.016693553,6818,0.069612628,274,0.002797574,4344,0.04435278,20969,0.214096098,7204,0.073553736,15198,0.15517347,14310,0.14610688,8386,0.085622103,18401,30,11484.64,15608.8,21601.72,108653,19420.784,17977.328,18312.416,18584.496,19352.048,14138.136,0.7639,181958,9.888376845,Insegura,7.4,28910,1.57109319,Buena,12.4,120374,2840,0.023049329,15963.426,21838.036,136.8004337